2021-06-26 22:06:778 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 16:06:911 INFO  ComputerPage :36 - Verify on Desktops Text : [[ChromeDriver: chrome on WINDOWS (e775a349c718477c89de6a0ae7530d7b)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-27 16:06:886 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 16:06:383 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (36fe8a1bd0be077f0e16c0d1c11ec39c)] -> link text: Computers]
2021-06-27 16:06:233 INFO  ComputerPage :41 - Clicking on Notebooks link : [[ChromeDriver: chrome on WINDOWS (36fe8a1bd0be077f0e16c0d1c11ec39c)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[2]/a]
2021-06-27 16:06:261 INFO  ComputerPage :44 - Verify on Notebooks Text : [[ChromeDriver: chrome on WINDOWS (36fe8a1bd0be077f0e16c0d1c11ec39c)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-27 16:06:526 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 16:06:934 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (ca489deb141434e8c87150d8c133561a)] -> link text: Computers]
2021-06-27 16:06:472 INFO  ComputerPage :49 - Clicking on Software link : [[ChromeDriver: chrome on WINDOWS (ca489deb141434e8c87150d8c133561a)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[3]/a]
2021-06-27 16:06:515 INFO  ComputerPage :52 - Verify on Software Text : [[ChromeDriver: chrome on WINDOWS (ca489deb141434e8c87150d8c133561a)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-27 16:06:13 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 16:06:153 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (55a6534c4dd105a9f4ac0e0076b6ce89)] -> link text: Log in]
2021-06-27 16:06:209 INFO  LoginPage :54 - Getting text from : [[ChromeDriver: chrome on WINDOWS (55a6534c4dd105a9f4ac0e0076b6ce89)] -> xpath: //div[@class='page-title']//h1]
2021-06-27 17:06:318 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 17:06:666 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (96ac8e3f5251d3ff18cf292fdde807a9)] -> link text: Computers]
2021-06-27 17:06:151 INFO  ComputerPage :33 - Clicking on Desktops link : [[ChromeDriver: chrome on WINDOWS (96ac8e3f5251d3ff18cf292fdde807a9)] -> link text: Desktops]
2021-06-27 17:06:183 INFO  ComputerPage :36 - Verify on Desktops Text : [[ChromeDriver: chrome on WINDOWS (96ac8e3f5251d3ff18cf292fdde807a9)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-27 17:06:326 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 17:06:657 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (3bfd16d8b2c86966d79639c934e485aa)] -> link text: Computers]
2021-06-27 17:06:235 INFO  ComputerPage :41 - Clicking on Notebooks link : [[ChromeDriver: chrome on WINDOWS (3bfd16d8b2c86966d79639c934e485aa)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[2]/a]
2021-06-27 17:06:268 INFO  ComputerPage :44 - Verify on Notebooks Text : [[ChromeDriver: chrome on WINDOWS (3bfd16d8b2c86966d79639c934e485aa)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-27 17:06:506 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 17:06:743 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (6888dcb56b95724490608bbb76c60053)] -> link text: Computers]
2021-06-27 17:06:346 INFO  ComputerPage :49 - Clicking on Software link : [[ChromeDriver: chrome on WINDOWS (6888dcb56b95724490608bbb76c60053)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[3]/a]
2021-06-27 17:06:389 INFO  ComputerPage :52 - Verify on Software Text : [[ChromeDriver: chrome on WINDOWS (6888dcb56b95724490608bbb76c60053)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-27 17:06:884 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 17:06:238 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (20644290ea25c045e15b08b78d83b68b)] -> link text: Log in]
2021-06-27 17:06:289 INFO  LoginPage :54 - Getting text from : [[ChromeDriver: chrome on WINDOWS (20644290ea25c045e15b08b78d83b68b)] -> xpath: //div[@class='page-title']//h1]
2021-06-27 17:06:731 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 17:06:826 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (01b01f695e20eb4a5bdeeac171d794de)] -> xpath: //a[@class='ico-register']]
2021-06-27 17:06:875 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (01b01f695e20eb4a5bdeeac171d794de)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-27 17:06:547 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 17:06:269 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (5b36efa6bd108045833df4da40799b28)] -> xpath: //a[@class='ico-register']]
2021-06-27 17:06:493 INFO  LoginPage :39 - Entering email address : MRC to email field : [[ChromeDriver: chrome on WINDOWS (5b36efa6bd108045833df4da40799b28)] -> id: Email]
2021-06-27 17:06:737 INFO  LoginPage :44 - Entering password : abcd1234 to password field : [[ChromeDriver: chrome on WINDOWS (5b36efa6bd108045833df4da40799b28)] -> id: Password]
2021-06-27 17:06:936 INFO  RegisterPage :43 - Entering ConfirmPassword  : abcd1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (5b36efa6bd108045833df4da40799b28)] -> id: ConfirmPassword]
2021-06-27 17:06:978 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (5b36efa6bd108045833df4da40799b28)] -> xpath: //button[@id='register-button']]
2021-06-27 17:06:408 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 17:06:138 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (f055fb659be21381d45768ede3a0ba67)] -> xpath: //a[@class='ico-register']]
2021-06-27 17:06:288 INFO  RegisterPage :35 - Entering firstname : vrajesh to firstname field : [[ChromeDriver: chrome on WINDOWS (f055fb659be21381d45768ede3a0ba67)] -> id: FirstName]
2021-06-27 17:06:429 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (f055fb659be21381d45768ede3a0ba67)] -> id: LastName]
2021-06-27 17:06:585 INFO  LoginPage :39 - Entering email address : q5p to email field : [[ChromeDriver: chrome on WINDOWS (f055fb659be21381d45768ede3a0ba67)] -> id: Email]
2021-06-27 17:06:735 INFO  LoginPage :44 - Entering password : abcd1234 to password field : [[ChromeDriver: chrome on WINDOWS (f055fb659be21381d45768ede3a0ba67)] -> id: Password]
2021-06-27 17:06:863 INFO  RegisterPage :43 - Entering ConfirmPassword  : abcd1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (f055fb659be21381d45768ede3a0ba67)] -> id: ConfirmPassword]
2021-06-27 17:06:905 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (f055fb659be21381d45768ede3a0ba67)] -> xpath: //button[@id='register-button']]
2021-06-27 17:06:41 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (f055fb659be21381d45768ede3a0ba67)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-27 18:06:802 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:784 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (416c438cad3edf176c24271d3669c056)] -> link text: Computers]
2021-06-27 18:06:124 INFO  ComputerPage :33 - Clicking on Desktops link : [[ChromeDriver: chrome on WINDOWS (416c438cad3edf176c24271d3669c056)] -> link text: Desktops]
2021-06-27 18:06:162 INFO  ComputerPage :36 - Verify on Desktops Text : [[ChromeDriver: chrome on WINDOWS (416c438cad3edf176c24271d3669c056)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-27 18:06:203 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:273 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (2023f332e3e1b4b5d2bbed6f32d31de0)] -> link text: Computers]
2021-06-27 18:06:338 INFO  ComputerPage :41 - Clicking on Notebooks link : [[ChromeDriver: chrome on WINDOWS (2023f332e3e1b4b5d2bbed6f32d31de0)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[2]/a]
2021-06-27 18:06:372 INFO  ComputerPage :44 - Verify on Notebooks Text : [[ChromeDriver: chrome on WINDOWS (2023f332e3e1b4b5d2bbed6f32d31de0)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-27 18:06:398 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:191 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (e119fd258788943996d2460a925077e3)] -> link text: Computers]
2021-06-27 18:06:218 INFO  ComputerPage :49 - Clicking on Software link : [[ChromeDriver: chrome on WINDOWS (e119fd258788943996d2460a925077e3)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[3]/a]
2021-06-27 18:06:253 INFO  ComputerPage :52 - Verify on Software Text : [[ChromeDriver: chrome on WINDOWS (e119fd258788943996d2460a925077e3)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-27 18:06:181 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:306 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (46596997bee45b09fbe4b6c25f428053)] -> link text: Log in]
2021-06-27 18:06:335 INFO  LoginPage :54 - Getting text from : [[ChromeDriver: chrome on WINDOWS (46596997bee45b09fbe4b6c25f428053)] -> xpath: //div[@class='page-title']//h1]
2021-06-27 18:06:491 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:410 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (762905f5654de04cb92a195936d22c3b)] -> xpath: //a[@class='ico-register']]
2021-06-27 18:06:445 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (762905f5654de04cb92a195936d22c3b)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-27 18:06:575 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:513 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (fbacdc0410572eb040cd610758fbc2af)] -> xpath: //a[@class='ico-register']]
2021-06-27 18:06:907 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:802 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (e9a9c70f303ea4a0a94f2bb5d95778c1)] -> link text: Computers]
2021-06-27 18:06:45 INFO  ComputerPage :33 - Clicking on Desktops link : [[ChromeDriver: chrome on WINDOWS (e9a9c70f303ea4a0a94f2bb5d95778c1)] -> link text: Desktops]
2021-06-27 18:06:67 INFO  ComputerPage :36 - Verify on Desktops Text : [[ChromeDriver: chrome on WINDOWS (e9a9c70f303ea4a0a94f2bb5d95778c1)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-27 18:06:81 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:42 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (2517691dd01166bc8d6054e447b751bf)] -> link text: Computers]
2021-06-27 18:06:86 INFO  ComputerPage :41 - Clicking on Notebooks link : [[ChromeDriver: chrome on WINDOWS (2517691dd01166bc8d6054e447b751bf)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[2]/a]
2021-06-27 18:06:131 INFO  ComputerPage :44 - Verify on Notebooks Text : [[ChromeDriver: chrome on WINDOWS (2517691dd01166bc8d6054e447b751bf)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-27 18:06:205 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:200 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (27c868ac6832ea8f5909904a7b5adb8f)] -> link text: Computers]
2021-06-27 18:06:432 INFO  ComputerPage :49 - Clicking on Software link : [[ChromeDriver: chrome on WINDOWS (27c868ac6832ea8f5909904a7b5adb8f)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[3]/a]
2021-06-27 18:06:465 INFO  ComputerPage :52 - Verify on Software Text : [[ChromeDriver: chrome on WINDOWS (27c868ac6832ea8f5909904a7b5adb8f)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-27 18:06:687 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:432 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (d657e240405ce85a4ec7f5bd0458e77d)] -> link text: Log in]
2021-06-27 18:06:469 INFO  LoginPage :54 - Getting text from : [[ChromeDriver: chrome on WINDOWS (d657e240405ce85a4ec7f5bd0458e77d)] -> xpath: //div[@class='page-title']//h1]
2021-06-27 18:06:628 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:551 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (f1d3a2a9eb88ab730f7b11bd73704702)] -> xpath: //a[@class='ico-register']]
2021-06-27 18:06:589 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (f1d3a2a9eb88ab730f7b11bd73704702)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-27 18:06:669 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:806 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (94f0f441b7d97b69de8a20543afac2d1)] -> xpath: //a[@class='ico-register']]
2021-06-27 18:06:924 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (94f0f441b7d97b69de8a20543afac2d1)] -> id: LastName]
2021-06-27 18:06:46 INFO  LoginPage :39 - Entering email address : vrajeshpatel13583@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (94f0f441b7d97b69de8a20543afac2d1)] -> id: Email]
2021-06-27 18:06:140 INFO  LoginPage :44 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (94f0f441b7d97b69de8a20543afac2d1)] -> id: Password]
2021-06-27 18:06:249 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (94f0f441b7d97b69de8a20543afac2d1)] -> id: ConfirmPassword]
2021-06-27 18:06:284 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (94f0f441b7d97b69de8a20543afac2d1)] -> xpath: //button[@id='register-button']]
2021-06-27 18:06:379 INFO  RegisterPage :51 - Verify First Name Text : [[ChromeDriver: chrome on WINDOWS (94f0f441b7d97b69de8a20543afac2d1)] -> xpath: //span[@id='FirstName-error']]
2021-06-27 18:06:369 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:295 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (52f85ae9ff01287fab4dd7b4d678ab88)] -> xpath: //a[@class='ico-register']]
2021-06-27 18:06:415 INFO  RegisterPage :35 - Entering firstname : vrajesh to firstname field : [[ChromeDriver: chrome on WINDOWS (52f85ae9ff01287fab4dd7b4d678ab88)] -> id: FirstName]
2021-06-27 18:06:520 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (52f85ae9ff01287fab4dd7b4d678ab88)] -> id: LastName]
2021-06-27 18:06:643 INFO  LoginPage :39 - Entering email address : vrajeshpatel@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (52f85ae9ff01287fab4dd7b4d678ab88)] -> id: Email]
2021-06-27 18:06:753 INFO  LoginPage :44 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (52f85ae9ff01287fab4dd7b4d678ab88)] -> id: Password]
2021-06-27 18:06:876 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (52f85ae9ff01287fab4dd7b4d678ab88)] -> id: ConfirmPassword]
2021-06-27 18:06:893 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (52f85ae9ff01287fab4dd7b4d678ab88)] -> xpath: //button[@id='register-button']]
2021-06-27 18:06:946 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (52f85ae9ff01287fab4dd7b4d678ab88)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-27 18:06:332 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:289 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (e364e6a6cbc3c420c298050843fbb9d3)] -> link text: Computers]
2021-06-27 18:06:170 INFO  ComputerPage :33 - Clicking on Desktops link : [[ChromeDriver: chrome on WINDOWS (e364e6a6cbc3c420c298050843fbb9d3)] -> link text: Desktops]
2021-06-27 18:06:217 INFO  ComputerPage :36 - Verify on Desktops Text : [[ChromeDriver: chrome on WINDOWS (e364e6a6cbc3c420c298050843fbb9d3)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-27 18:06:495 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:514 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (b222504abd535b9e081e48b69a4b99e8)] -> link text: Computers]
2021-06-27 18:06:15 INFO  ComputerPage :41 - Clicking on Notebooks link : [[ChromeDriver: chrome on WINDOWS (b222504abd535b9e081e48b69a4b99e8)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[2]/a]
2021-06-27 18:06:57 INFO  ComputerPage :44 - Verify on Notebooks Text : [[ChromeDriver: chrome on WINDOWS (b222504abd535b9e081e48b69a4b99e8)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-27 18:06:309 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:231 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (58909efdd3d892ec2f3fc8e8d7275599)] -> link text: Computers]
2021-06-27 18:06:62 INFO  ComputerPage :49 - Clicking on Software link : [[ChromeDriver: chrome on WINDOWS (58909efdd3d892ec2f3fc8e8d7275599)] -> xpath: //ul[@class='top-menu notmobile']/li[1]/ul/li[3]/a]
2021-06-27 18:06:116 INFO  ComputerPage :52 - Verify on Software Text : [[ChromeDriver: chrome on WINDOWS (58909efdd3d892ec2f3fc8e8d7275599)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-27 18:06:431 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:695 INFO  HomePage :88 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (bd616f32e8d8bd0d78c1459a4bf80b63)] -> link text: Log in]
2021-06-27 18:06:731 INFO  LoginPage :54 - Getting text from : [[ChromeDriver: chrome on WINDOWS (bd616f32e8d8bd0d78c1459a4bf80b63)] -> xpath: //div[@class='page-title']//h1]
2021-06-27 18:06:914 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:895 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (fac8d35e0c3f8ab7907e97dd69d6595f)] -> xpath: //a[@class='ico-register']]
2021-06-27 18:06:934 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (fac8d35e0c3f8ab7907e97dd69d6595f)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-27 18:06:120 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:586 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (3dd380ebe36c9b914919fa7116f0e44c)] -> xpath: //a[@class='ico-register']]
2021-06-27 18:06:705 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (3dd380ebe36c9b914919fa7116f0e44c)] -> id: LastName]
2021-06-27 18:06:837 INFO  LoginPage :39 - Entering email address : vrajeshpatel13583@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (3dd380ebe36c9b914919fa7116f0e44c)] -> id: Email]
2021-06-27 18:06:928 INFO  LoginPage :44 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (3dd380ebe36c9b914919fa7116f0e44c)] -> id: Password]
2021-06-27 18:06:12 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (3dd380ebe36c9b914919fa7116f0e44c)] -> id: ConfirmPassword]
2021-06-27 18:06:39 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (3dd380ebe36c9b914919fa7116f0e44c)] -> xpath: //button[@id='register-button']]
2021-06-27 18:06:133 INFO  RegisterPage :51 - Verify First Name Text : [[ChromeDriver: chrome on WINDOWS (3dd380ebe36c9b914919fa7116f0e44c)] -> xpath: //span[@id='FirstName-error']]
2021-06-27 18:06:138 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 18:06:78 INFO  HomePage :93 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (f99b15d166b14f108595108ef3479e36)] -> xpath: //a[@class='ico-register']]
2021-06-27 18:06:191 INFO  RegisterPage :35 - Entering firstname : vrajesh to firstname field : [[ChromeDriver: chrome on WINDOWS (f99b15d166b14f108595108ef3479e36)] -> id: FirstName]
2021-06-27 18:06:297 INFO  RegisterPage :39 - Entering lastname  : patel to lastname field : [[ChromeDriver: chrome on WINDOWS (f99b15d166b14f108595108ef3479e36)] -> id: LastName]
2021-06-27 18:06:426 INFO  LoginPage :39 - Entering email address : vrajeshpatel@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (f99b15d166b14f108595108ef3479e36)] -> id: Email]
2021-06-27 18:06:516 INFO  LoginPage :44 - Entering password : abc1234 to password field : [[ChromeDriver: chrome on WINDOWS (f99b15d166b14f108595108ef3479e36)] -> id: Password]
2021-06-27 18:06:609 INFO  RegisterPage :43 - Entering ConfirmPassword  : abc1234 to ConfirmPassword field : [[ChromeDriver: chrome on WINDOWS (f99b15d166b14f108595108ef3479e36)] -> id: ConfirmPassword]
2021-06-27 18:06:627 INFO  RegisterPage :46 - Clicking On Login Butto : [[ChromeDriver: chrome on WINDOWS (f99b15d166b14f108595108ef3479e36)] -> xpath: //button[@id='register-button']]
2021-06-27 18:06:882 INFO  RegisterPage :30 - Verify Text : [[ChromeDriver: chrome on WINDOWS (f99b15d166b14f108595108ef3479e36)] -> xpath: //h1[contains(text(),'Register')]]
2021-06-27 19:06:834 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:923 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (a2796d79372c1dee68c9ad40f642fa92)] -> link text: Computers]
2021-06-27 19:06:323 INFO  ComputerPage :33 - Clicking on Desktops link : [[ChromeDriver: chrome on WINDOWS (a2796d79372c1dee68c9ad40f642fa92)] -> link text: Desktops]
2021-06-27 19:06:359 INFO  ComputerPage :36 - Verify on Desktops Text : [[ChromeDriver: chrome on WINDOWS (a2796d79372c1dee68c9ad40f642fa92)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-27 19:06:352 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-27 19:06:729 INFO  HomePage :46 - MouseHover on Computer link : [[ChromeDriver: chrome on WINDOWS (795d67fc88002e94cec6df584d729a14)] -> link text: Computers]
